time,sym,side,price,size
10:16:57.954,GOOG,B,779.7,400
10:16:58.573,HSBC,S,80.25,800
10:16:58.890,REYA,B,44.85,800
10:17:00.880,REYA,B,44.6,1000
10:17:02.722,HSBC,B,79.85,800
10:17:03.011,APPL,S,120.3,300
10:17:06.268,GOOG,B,779.7,900
10:17:06.570,HSBC,B,79.75,900
10:17:06.958,REYA,B,44.65,400
10:17:07.479,REYA,B,44.75,600
10:17:10.746,FDP,S,5.3,500
10:17:11.570,GOOG,S,780.1,800
10:17:12.386,APPL,S,120.2,700
10:17:13.263,GOOG,B,779.85,800
10:17:13.419,FDP,B,4.55,600
10:17:26.253,GOOG,B,779.6,100
10:17:27.638,HSBC,S,80.15,600
10:17:29.201,REYA,B,44.85,800
10:17:32.045,APPL,B,119.7,300
10:17:32.218,GOOG,S,780.05,200
10:17:36.282,FDP,B,4.65,900
10:17:38.583,HSBC,B,79.85,900
10:17:44.539,HSBC,S,80.2,500
10:17:44.734,APPL,S,120.25,600
10:17:44.997,APPL,B,119.85,700
10:17:46.581,FDP,S,5.4,200
10:17:47.690,GOOG,S,780.2,100
10:17:48.613,APPL,B,119.5,800
10:17:52.099,APPL,B,119.8,800
10:17:52.846,HSBC,S,80.15,200
10:17:54.397,APPL,S,120.1,400
10:18:00.241,HSBC,B,79.85,400
10:18:00.405,APPL,B,119.55,600
10:18:02.768,REYA,B,44.5,1000
10:18:06.622,HSBC,S,80.5,300
10:18:07.295,GOOG,B,779.6,800
10:18:07.753,GOOG,S,780.2,400
10:18:08.840,APPL,B,119.6,900
10:18:13.575,FDP,S,5.15,700
10:18:16.244,APPL,S,120.05,800
10:18:23.140,FDP,B,4.5,500
10:18:24.419,REYA,B,44.5,700
10:18:25.313,HSBC,S,80.1,300
10:18:25.743,REYA,B,44.75,300
10:18:26.204,APPL,S,120.05,500
10:18:26.894,HSBC,B,79.85,200
10:18:27.123,GOOG,B,779.75,200
10:18:30.722,REYA,S,45.5,100
10:18:38.485,FDP,S,5.35,500
10:18:41.056,FDP,S,5.4,500
10:18:43.740,HSBC,B,79.95,100
10:18:47.709,APPL,S,120.05,300
10:18:48.854,HSBC,S,80.1,500
10:18:50.332,HSBC,B,79.5,1000
10:18:51.502,APPL,S,120.4,300
10:18:51.911,REYA,S,45.2,800
10:18:54.280,HSBC,B,79.6,900
10:18:57.270,GOOG,B,779.7,100
10:19:00.589,APPL,B,119.8,900
10:19:00.682,FDP,S,5.45,400
10:19:03.695,REYA,S,45.5,100
10:19:04.375,REYA,B,44.7,900
10:19:05.083,REYA,B,44.7,200
10:19:05.242,GOOG,S,780.25,800
10:19:06.515,HSBC,S,80.5,200
10:19:09.869,APPL,B,119.8,800
10:19:11.647,GOOG,S,780.05,200
10:19:14.524,GOOG,B,779.85,500
10:19:18.548,REYA,S,45.1,1000
10:19:21.456,APPL,S,120.35,400
10:19:22.629,REYA,S,45.05,600
10:19:24.700,HSBC,B,79.95,1000
10:19:29.726,HSBC,S,80.25,100
10:19:31.448,HSBC,S,80.4,500
10:19:33.278,GOOG,S,780.4,500
10:19:34.332,FDP,B,4.9,400
10:19:34.658,HSBC,S,80.05,1000
10:19:34.947,HSBC,S,80.35,500
10:19:48.395,GOOG,S,780.5,100
10:19:49.323,HSBC,S,80.15,600
10:19:50.757,GOOG,S,780.35,900
10:19:53.448,REYA,S,45.15,500
10:19:53.938,APPL,S,120.35,100
10:19:55.215,HSBC,S,80.4,200
10:19:56.734,FDP,S,5.3,200
10:20:00.574,REYA,S,45.3,300
10:20:00.824,REYA,S,45.5,800
10:20:01.787,FDP,S,5.05,700
10:20:08.754,REYA,S,45.45,800
10:20:08.767,GOOG,S,780.45,300
10:20:09.226,GOOG,B,779.8,500
10:20:10.209,REYA,B,44.7,100
10:20:12.881,GOOG,B,779.85,300
10:20:14.673,GOOG,S,780.2,100
10:20:16.261,HSBC,B,79.5,800
10:20:24.778,APPL,S,120.25,300
10:20:30.282,GOOG,S,780.35,200
10:20:35.636,GOOG,B,779.8,300
10:20:36.892,REYA,B,44.55,300
10:20:37.591,GOOG,S,780.25,300
10:20:40.632,APPL,B,119.5,500
10:20:42.182,FDP,B,4.7,400
10:20:47.661,GOOG,S,780.15,500
10:20:50.417,HSBC,B,79.85,600
10:20:51.838,GOOG,S,780.15,700
10:20:52.253,APPL,S,120.15,500
10:20:58.199,HSBC,B,79.6,1000
10:20:58.252,HSBC,B,79.9,700
10:21:02.139,GOOG,S,780.4,700
10:21:02.773,APPL,S,120.3,900
10:21:04.250,FDP,S,5.25,300
10:21:06.697,APPL,S,120.5,700
10:21:10.839,REYA,B,44.5,400
10:21:15.972,APPL,B,119.55,900
10:21:16.869,FDP,S,5.4,1000
10:21:17.432,FDP,B,4.9,600
10:21:18.297,HSBC,B,79.85,700
10:21:19.777,GOOG,S,780.2,500
10:21:20.785,GOOG,S,780.45,1000
10:21:23.967,FDP,S,5.5,800
10:21:24.702,HSBC,S,80.35,200
10:21:28.118,APPL,B,119.55,900
10:21:28.443,GOOG,B,779.5,500
10:21:29.046,APPL,B,119.9,400
10:21:29.387,HSBC,S,80.1,400
10:21:32.891,APPL,S,120.45,800
10:21:37.862,APPL,S,120.05,500
10:21:38.649,HSBC,B,79.7,600
10:21:39.210,REYA,S,45.35,500
10:21:40.777,HSBC,S,80.4,200
10:21:42.231,HSBC,S,80.35,1000
10:21:42.330,FDP,B,4.65,900
10:21:44.788,APPL,B,119.65,500
10:21:48.985,HSBC,B,79.55,200
10:21:50.492,HSBC,B,79.85,500
10:21:50.564,APPL,B,119.6,700
10:21:50.970,HSBC,S,80.05,600
10:21:52.868,REYA,B,44.5,900
10:21:56.576,HSBC,S,80.45,800
10:21:59.997,REYA,B,44.9,1000
10:22:01.747,FDP,B,4.85,200
10:22:03.114,GOOG,B,779.65,100
10:22:03.211,APPL,S,120.4,900
10:22:03.601,FDP,S,5.1,800
10:22:04.773,REYA,B,44.8,800
10:22:06.360,FDP,S,5.1,1000
10:22:06.651,APPL,S,120.1,200
10:22:06.729,APPL,B,119.7,400
10:22:07.136,GOOG,B,779.6,1000
10:22:17.852,HSBC,B,79.75,200
10:22:22.082,APPL,S,120.1,900
10:22:27.519,GOOG,S,780.35,1000
10:22:28.277,APPL,B,119.8,1000
10:22:28.775,FDP,B,4.55,800
10:22:33.624,REYA,B,44.5,100
10:22:34.098,FDP,B,4.7,600
10:22:38.056,GOOG,B,779.7,700
10:22:49.359,APPL,B,119.75,300
10:22:51.294,FDP,B,4.75,500
10:22:51.514,REYA,B,44.8,600
10:22:52.032,REYA,S,45.4,200
10:22:55.252,APPL,S,120.05,600
10:22:56.699,APPL,B,119.8,600
10:22:57.822,FDP,S,5.35,500
10:22:59.568,HSBC,B,79.85,500
10:23:00.262,FDP,B,4.95,700
10:23:02.481,REYA,B,44.9,800
10:23:03.671,GOOG,S,780.35,700
10:23:03.759,HSBC,S,80.4,600
10:23:09.778,REYA,S,45.5,700
10:23:13.313,FDP,B,4.95,900
10:23:19.840,REYA,S,45.35,300
10:23:20.142,REYA,S,45.1,200
10:23:20.211,HSBC,S,80.35,100
10:23:21.049,FDP,S,5.5,800
10:23:24.351,FDP,B,4.95,700
10:23:27.311,FDP,S,5.4,300
10:23:32.718,FDP,B,4.5,1000
10:23:36.704,FDP,S,5.35,1000
10:23:49.423,GOOG,S,780.3,200
10:23:57.108,HSBC,S,80.3,600
10:23:58.041,GOOG,S,780.15,800
10:23:59.036,GOOG,B,779.6,400
10:24:04.010,GOOG,S,780.25,400
10:24:04.035,GOOG,B,779.7,300
10:24:07.589,APPL,B,119.5,900
10:24:07.881,HSBC,S,80.05,1000
10:24:12.585,FDP,S,5.15,200
10:24:13.315,APPL,S,120.35,100
10:24:14.949,APPL,B,119.75,600
10:24:15.092,REYA,B,44.5,300
10:24:20.806,REYA,B,44.7,800
10:24:23.443,HSBC,S,80.35,800
10:24:27.269,APPL,B,119.7,100
10:24:41.715,REYA,B,44.8,1000
10:24:45.618,REYA,B,44.8,900
10:24:50.632,GOOG,S,780.3,1000
10:24:50.907,GOOG,S,780.4,400
10:24:54.964,HSBC,B,79.5,500
10:24:55.140,FDP,S,5.1,600
10:24:57.448,GOOG,B,779.95,800
10:24:57.572,FDP,B,4.65,200
10:24:59.825,HSBC,B,79.55,300
10:25:03.431,REYA,B,44.5,300
10:25:05.873,HSBC,S,80.05,400
10:25:08.328,REYA,S,45.5,700
10:25:08.675,FDP,S,5.15,700
10:25:10.808,REYA,S,45.1,800
10:25:11.196,HSBC,S,80.4,1000
10:25:14.666,REYA,S,45.1,900
10:25:16.827,APPL,B,119.95,700
10:25:18.604,REYA,B,44.65,900
10:25:22.722,FDP,B,4.8,100
10:25:23.257,APPL,S,120.25,800
10:25:24.537,GOOG,S,780.25,900
10:25:26.713,APPL,B,119.75,500
10:25:28.250,REYA,B,44.6,500
10:25:30.452,REYA,S,45.4,600
10:25:35.275,HSBC,S,80.05,700
10:25:36.849,HSBC,B,79.7,200
10:25:37.173,GOOG,B,779.85,300
10:25:37.869,FDP,S,5.1,900
10:25:39.633,APPL,B,119.65,100
10:25:41.607,APPL,S,120.5,100
10:25:41.845,GOOG,B,779.95,200
10:25:41.900,APPL,B,119.6,800
10:25:42.269,HSBC,S,80.1,800
10:25:47.289,APPL,S,120.15,600
10:25:49.131,REYA,B,44.65,500
10:25:50.336,APPL,B,119.65,800
10:25:56.109,APPL,S,120.3,300
10:25:56.500,FDP,B,4.8,600
10:25:58.872,APPL,S,120.1,900
10:25:59.871,APPL,S,120.5,400
10:26:01.812,APPL,S,120.45,600
10:26:02.609,FDP,B,4.7,900
10:26:02.690,FDP,B,4.65,700
10:26:02.978,GOOG,S,780.35,400
10:26:05.546,HSBC,S,80.25,500
10:26:08.904,REYA,S,45.3,200
10:26:12.685,APPL,S,120.2,700
10:26:15.452,FDP,B,4.7,500
10:26:23.274,HSBC,S,80.35,400
10:26:30.138,HSBC,B,79.85,900
10:26:37.176,APPL,S,120.4,700
10:26:40.396,HSBC,S,80.15,700
10:26:40.446,GOOG,S,780.1,100
10:26:43.409,GOOG,B,779.7,900
10:26:45.960,HSBC,B,79.65,200
10:26:54.479,FDP,B,4.8,100
10:26:56.301,HSBC,B,79.5,300
10:26:56.455,REYA,B,44.8,100
10:26:59.171,GOOG,S,780.35,600
10:27:00.776,REYA,S,45.15,800
10:27:09.213,FDP,B,4.8,100
10:27:12.138,GOOG,S,780.1,500
10:27:13.267,GOOG,S,780.25,300
10:27:23.324,REYA,B,44.9,1000
10:27:27.811,REYA,S,45.15,600
10:27:28.491,GOOG,S,780.25,800
10:27:29.697,REYA,B,44.5,800
10:27:30.532,GOOG,B,779.95,400
10:27:30.541,REYA,S,45.25,800
10:27:32.865,REYA,S,45.45,900
10:27:40.259,REYA,B,44.6,700
10:27:41.090,APPL,B,119.85,300
10:27:46.943,FDP,B,4.75,1000
10:27:47.387,HSBC,S,80.1,900
10:27:54.092,FDP,S,5.2,300
10:27:56.014,REYA,B,44.8,700
10:28:06.473,FDP,S,5.2,600
10:28:09.396,HSBC,S,80.4,400
10:28:10.625,REYA,S,45.35,300
10:28:10.672,APPL,S,120.4,800
10:28:10.696,REYA,B,44.55,200
10:28:16.537,REYA,S,45.5,100
10:28:16.679,APPL,B,119.55,900
10:28:20.890,APPL,S,120.15,500
10:28:22.248,GOOG,B,779.85,300
10:28:22.552,GOOG,S,780.3,300
10:28:25.050,GOOG,B,779.85,200
10:28:31.735,REYA,B,44.55,1000
10:28:34.747,FDP,B,4.7,600
10:28:36.418,FDP,S,5.1,700
10:28:39.088,APPL,B,119.65,100
10:28:51.014,HSBC,B,79.65,900
10:28:54.307,REYA,B,44.95,800
10:28:54.566,REYA,B,44.55,300
10:28:54.782,REYA,S,45.35,700
10:28:56.734,GOOG,B,779.55,600
10:28:58.210,APPL,S,120.3,100
10:28:58.218,APPL,S,120.3,700
10:29:06.300,APPL,S,120.25,200
10:29:07.963,APPL,B,119.7,700
10:29:08.173,REYA,S,45.15,500
10:29:11.284,REYA,B,44.85,200
10:29:12.160,FDP,S,5.1,400
10:29:13.081,REYA,B,44.65,100
10:29:14.483,REYA,S,45.2,200
10:29:16.568,HSBC,S,80.4,1000
10:29:19.909,REYA,S,45.3,500
10:29:25.439,GOOG,B,779.95,500
10:29:25.667,REYA,B,44.95,700
10:29:25.923,GOOG,B,779.6,1000
10:29:29.888,GOOG,S,780.2,900
10:29:33.533,APPL,S,120.5,400
10:29:34.946,HSBC,S,80.45,700
10:29:41.004,APPL,B,119.55,200
10:29:46.257,REYA,B,44.85,500
10:29:48.679,HSBC,B,79.5,1000
10:29:50.551,GOOG,B,779.85,600
10:29:51.715,REYA,S,45.3,400
10:29:57.290,GOOG,S,780.15,400
10:29:57.456,APPL,B,119.6,600
10:29:57.844,GOOG,B,779.9,300
10:30:00.063,APPL,B,119.6,700
10:30:00.486,GOOG,B,779.7,1000
10:30:02.115,REYA,S,45.3,700
10:30:06.127,HSBC,B,79.95,100
10:30:09.834,REYA,S,45.35,300
10:30:12.557,GOOG,S,780.35,300
10:30:13.958,HSBC,B,79.85,500
10:30:16.360,REYA,S,45.4,900
10:30:18.577,APPL,S,120.45,800
10:30:19.548,APPL,S,120.25,600
10:30:19.670,APPL,S,120.4,1000
10:30:21.202,REYA,B,44.75,900
10:30:21.296,GOOG,B,779.75,800
10:30:31.402,HSBC,S,80.35,800
10:30:33.827,REYA,B,44.8,1000
10:30:34.425,GOOG,B,779.8,900
10:30:35.319,HSBC,S,80.35,100
10:30:36.488,FDP,S,5.15,600
10:30:37.420,FDP,S,5.05,800
10:30:38.072,APPL,B,119.6,100
10:30:38.157,APPL,S,120.05,800
10:30:41.867,FDP,S,5.25,600
10:30:45.772,FDP,S,5.05,500
10:30:46.691,HSBC,B,79.85,900
10:30:46.981,REYA,B,44.9,100
10:30:49.471,APPL,B,119.9,1000
10:30:49.708,FDP,B,4.95,900
10:30:53.417,GOOG,B,779.8,700
10:30:55.345,GOOG,S,780.4,100
10:30:57.476,APPL,S,120.3,500
10:31:00.380,APPL,S,120.05,900
10:31:03.418,REYA,B,44.95,300
10:31:03.671,FDP,S,5.2,1000
10:31:03.939,GOOG,B,779.55,1000
10:31:15.741,HSBC,S,80.45,900
10:31:23.998,APPL,B,119.65,400
10:31:25.831,HSBC,S,80.45,100
10:31:35.905,HSBC,S,80.15,700
10:31:36.015,FDP,B,4.55,700
10:31:41.284,HSBC,B,79.9,1000
10:31:42.277,APPL,B,119.85,1000
10:31:42.814,FDP,S,5.15,300
10:31:45.306,REYA,S,45.4,100
10:31:48.286,HSBC,B,79.5,300
10:31:53.367,FDP,B,4.5,400
10:31:57.534,REYA,S,45.1,600
10:32:02.222,FDP,B,4.7,300
10:32:06.858,HSBC,S,80.1,300
10:32:11.195,HSBC,S,80.5,300
10:32:15.232,REYA,B,44.65,500
10:32:15.546,APPL,B,119.8,200
10:32:19.233,HSBC,B,79.5,500
10:32:21.260,APPL,S,120.4,700
10:32:23.759,GOOG,S,780.5,700
10:32:23.895,REYA,B,44.9,700
10:32:24.044,HSBC,B,79.75,300
10:32:26.182,APPL,S,120.15,600
10:32:26.887,APPL,S,120.25,400
10:32:28.182,GOOG,B,779.65,1000
10:32:30.718,FDP,S,5.05,500
10:32:32.685,HSBC,B,79.8,200
10:32:33.464,APPL,S,120.15,900
10:32:37.142,APPL,S,120.1,100
10:32:41.154,APPL,B,119.6,300
10:32:43.033,FDP,B,4.7,1000
10:32:51.291,HSBC,S,80.35,400
10:32:51.683,REYA,B,44.85,300
10:32:52.924,FDP,S,5.15,500
10:32:53.313,FDP,B,4.85,1000
10:32:55.196,APPL,B,119.9,200
10:32:55.839,HSBC,B,79.5,100
10:32:56.834,FDP,B,4.75,500
10:32:57.300,REYA,B,44.5,800
10:33:00.908,FDP,B,4.85,1000
10:33:03.579,HSBC,S,80.4,600
10:33:03.919,HSBC,B,79.75,1000
10:33:10.177,HSBC,S,80.4,900
10:33:16.006,HSBC,B,79.95,500
10:33:17.091,HSBC,B,79.8,700
10:33:22.447,REYA,B,44.95,600
10:33:24.864,HSBC,S,80.35,1000
10:33:28.383,APPL,S,120.15,800
10:33:30.299,HSBC,S,80.2,200
10:33:40.927,HSBC,B,79.7,400
10:33:41.151,GOOG,B,779.7,500
10:33:41.729,APPL,B,119.55,100
10:33:52.913,HSBC,B,79.85,600
10:33:54.485,APPL,B,119.6,1000
10:33:54.851,FDP,B,4.85,1000
10:33:55.359,FDP,S,5.05,200
10:34:08.841,HSBC,S,80.15,200
10:34:11.776,REYA,S,45.05,200
10:34:16.252,GOOG,S,780.3,200
10:34:17.754,FDP,S,5.1,100
10:34:21.587,HSBC,S,80.05,800
10:34:21.737,APPL,B,119.9,600
10:34:23.305,GOOG,B,779.75,500
10:34:23.729,REYA,S,45.2,800
10:34:27.177,GOOG,S,780.1,200
10:34:28.269,HSBC,S,80.3,400
10:34:30.785,APPL,S,120.1,700
10:34:31.018,REYA,S,45.45,300
10:34:31.108,FDP,B,4.8,700
10:34:35.270,APPL,S,120.45,400
10:34:42.570,FDP,B,4.95,400
10:34:43.964,REYA,S,45.2,100
10:34:45.941,HSBC,S,80.3,900
10:34:48.940,FDP,S,5.5,400
10:34:50.220,REYA,S,45.15,100
10:34:53.558,APPL,S,120.5,600
10:34:55.113,HSBC,S,80.5,600
10:34:55.345,HSBC,B,79.5,200
10:34:56.182,APPL,S,120.3,600
10:34:58.141,HSBC,S,80.4,200
10:34:58.684,FDP,S,5.3,200
10:35:01.418,GOOG,B,779.85,400
10:35:02.173,REYA,B,44.9,1000
10:35:02.223,GOOG,B,779.7,500
10:35:02.306,REYA,B,44.95,1000
10:35:05.505,APPL,S,120.15,200
10:35:06.820,GOOG,B,779.8,700
10:35:10.221,APPL,B,119.8,400
10:35:17.278,FDP,B,4.6,600
10:35:18.813,FDP,B,4.85,900
10:35:22.914,HSBC,B,79.95,1000
10:35:26.763,GOOG,S,780.15,900
10:35:28.679,FDP,B,4.65,300
10:35:31.639,REYA,S,45.05,600
10:35:31.975,FDP,S,5.5,1000
10:35:32.172,GOOG,B,779.85,800
10:35:33.386,GOOG,B,779.75,200
10:35:33.688,HSBC,B,79.5,1000
10:35:39.737,FDP,B,4.5,600
10:35:41.980,APPL,B,119.7,900
10:35:43.477,HSBC,B,79.6,1000
10:35:48.049,APPL,S,120.3,100
10:35:50.657,HSBC,S,80.4,500
10:35:56.267,GOOG,B,779.85,900
10:35:57.819,GOOG,S,780.4,100
10:35:58.041,GOOG,B,779.55,600
10:35:58.468,APPL,S,120.25,400
10:35:58.838,GOOG,B,779.85,700
10:35:59.146,GOOG,S,780.5,500
10:36:01.911,REYA,S,45.15,700
10:36:07.551,GOOG,B,779.7,100
10:36:08.392,FDP,B,4.7,100
10:36:15.844,REYA,S,45.3,800
10:36:17.002,FDP,S,5.5,500
10:36:18.001,GOOG,S,780.45,500
10:36:19.579,REYA,S,45.4,900
10:36:25.063,REYA,B,44.75,300
10:36:28.296,FDP,S,5.35,600
10:36:29.162,HSBC,B,79.55,900
10:36:31.809,REYA,B,44.65,100
10:36:36.164,GOOG,B,779.65,700
10:36:37.087,GOOG,B,779.75,900
10:36:39.123,REYA,B,44.9,600
10:36:43.508,APPL,S,120.35,700
10:36:47.759,GOOG,B,779.5,900
10:36:51.732,HSBC,S,80.5,600
10:36:51.773,FDP,S,5.3,300
10:36:56.998,GOOG,S,780.45,800
10:37:08.733,GOOG,S,780.45,900
10:37:14.042,APPL,B,119.85,900
10:37:14.420,GOOG,S,780.5,900
10:37:16.018,REYA,S,45.3,800
10:37:19.606,APPL,B,119.65,500
10:37:22.639,FDP,S,5.4,400
10:37:22.775,GOOG,S,780.45,700
10:37:23.222,APPL,S,120.3,200
10:37:23.286,REYA,S,45.1,900
10:37:24.376,REYA,S,45.3,600
10:37:24.694,APPL,S,120.5,600
10:37:27.685,HSBC,S,80.5,1000
10:37:28.101,REYA,S,45.3,600
10:37:31.667,FDP,S,5.3,200
10:37:33.444,REYA,S,45.05,1000
10:37:37.412,GOOG,S,780.4,200
10:37:41.187,HSBC,B,79.65,500
10:37:46.303,FDP,S,5.5,200
10:37:56.507,APPL,S,120.45,100
10:37:56.759,HSBC,B,79.65,900
10:37:59.104,REYA,B,44.55,800
10:38:00.408,HSBC,S,80.1,100
10:38:00.444,REYA,B,44.9,1000
10:38:01.228,REYA,B,44.6,800
10:38:01.595,APPL,S,120.05,400
10:38:04.610,HSBC,S,80.15,200
10:38:06.214,HSBC,B,79.95,900
10:38:06.539,FDP,B,4.55,700
10:38:07.533,GOOG,B,779.65,300
10:38:08.813,FDP,B,4.6,500
10:38:08.865,REYA,S,45.45,200
10:38:09.953,HSBC,B,79.5,600
10:38:10.979,APPL,B,119.55,1000
10:38:12.258,FDP,B,4.6,700
10:38:15.962,FDP,S,5.2,700
10:38:17.189,APPL,B,119.9,900
10:38:20.800,APPL,B,119.8,200
10:38:24.981,FDP,S,5.1,800
10:38:28.305,FDP,S,5.2,500
10:38:28.522,FDP,S,5.05,300
10:38:40.890,APPL,B,119.75,300
10:38:44.672,APPL,S,120.2,200
10:38:51.468,REYA,S,45.3,200
10:38:56.396,GOOG,S,780.45,900
10:38:57.434,APPL,S,120.5,900
10:38:57.961,REYA,B,44.7,1000
10:38:58.201,REYA,S,45.25,200
10:39:01.474,GOOG,B,779.6,1000
10:39:01.757,HSBC,S,80.25,300
10:39:02.793,FDP,S,5.4,1000
10:39:04.793,APPL,B,119.75,300
10:39:05.599,FDP,S,5.25,1000
10:39:09.084,FDP,B,4.5,800
10:39:09.322,GOOG,B,779.75,400
10:39:10.034,APPL,B,119.6,300
10:39:12.150,HSBC,B,79.5,500
10:39:20.975,HSBC,B,79.95,200
10:39:21.579,REYA,S,45.4,800
10:39:22.729,GOOG,S,780.25,500
10:39:22.779,REYA,B,44.65,1000
10:39:26.064,GOOG,B,779.65,100
10:39:26.383,HSBC,S,80.2,1000
10:39:31.684,REYA,B,44.8,1000
10:39:35.023,REYA,S,45.35,500
10:39:35.400,APPL,S,120.5,900
10:39:35.739,FDP,B,4.95,300
10:39:38.248,REYA,S,45.4,100
10:39:40.858,HSBC,B,79.65,500
10:39:45.031,GOOG,S,780.2,100
10:39:45.057,REYA,B,44.55,800
10:39:52.859,HSBC,B,79.85,800
10:39:53.243,FDP,B,4.55,600
10:39:54.623,REYA,S,45.5,600
10:39:58.932,HSBC,B,79.7,900
10:40:05.869,HSBC,B,79.85,800
10:40:08.713,APPL,B,119.9,700
10:40:09.205,HSBC,S,80.15,100
10:40:11.085,GOOG,B,779.8,300
10:40:11.616,HSBC,S,80.35,300
10:40:12.987,REYA,S,45.05,400
10:40:15.502,REYA,B,44.8,700
10:40:18.687,FDP,B,4.85,1000
10:40:20.065,FDP,B,4.65,300
10:40:20.314,GOOG,B,779.55,900
10:40:23.646,GOOG,B,779.75,400
10:40:23.986,REYA,B,44.5,500
10:40:24.854,FDP,S,5.5,300
10:40:24.913,REYA,S,45.25,600
10:40:26.559,HSBC,B,79.75,400
10:40:32.303,GOOG,B,779.7,800
10:40:33.803,APPL,S,120.5,100
10:40:35.301,APPL,B,119.5,700
10:40:39.984,FDP,B,4.55,900
10:40:42.103,REYA,B,44.75,500
10:40:49.438,REYA,S,45.4,700
10:40:52.739,FDP,B,4.6,300
10:40:52.813,FDP,S,5.05,300
10:40:54.041,GOOG,S,780.05,200
10:40:55.701,REYA,B,44.85,900
10:40:56.741,FDP,B,4.7,1000
10:40:59.849,REYA,S,45.25,300
10:41:07.663,APPL,B,119.75,800
10:41:11.766,REYA,B,44.5,400
10:41:12.061,REYA,B,44.8,1000
10:41:13.545,FDP,S,5.2,300
10:41:14.332,FDP,B,4.7,800
10:41:18.383,APPL,B,119.8,600
10:41:18.798,FDP,S,5.05,800
10:41:20.447,APPL,S,120.1,100
10:41:21.472,GOOG,S,780.25,600
10:41:24.855,HSBC,S,80.45,500
10:41:27.649,REYA,B,44.85,200
10:41:29.366,GOOG,B,779.95,800
10:41:30.707,APPL,B,119.85,500
10:41:34.736,HSBC,B,79.5,100
10:41:38.437,HSBC,S,80.4,500
10:41:39.991,REYA,S,45.45,700
10:41:43.155,FDP,S,5.3,100
10:41:43.999,FDP,S,5.3,800
10:41:46.385,GOOG,B,779.95,900
10:41:47.463,GOOG,S,780.05,900
10:41:48.081,HSBC,B,79.9,200
10:41:53.034,REYA,B,44.7,100
10:41:55.461,REYA,S,45.15,100
10:41:59.228,FDP,B,4.65,500
10:42:00.462,HSBC,S,80.45,400
10:42:03.362,REYA,B,44.55,300
10:42:09.915,REYA,S,45.2,500
10:42:10.872,HSBC,S,80.1,900
10:42:22.163,GOOG,S,780.3,100
10:42:23.991,FDP,S,5.4,1000
10:42:25.460,APPL,S,120.05,600
10:42:26.546,REYA,S,45.1,800
10:42:28.956,GOOG,B,779.6,500
10:42:36.476,GOOG,S,780.15,700
10:42:38.277,FDP,B,4.6,100
10:42:38.299,GOOG,S,780.3,800
10:42:40.457,FDP,S,5.15,400
10:42:40.832,FDP,B,4.65,700
10:42:41.463,GOOG,S,780.2,900
10:42:41.471,FDP,B,4.95,900
10:42:42.547,REYA,S,45.25,700
10:42:47.382,REYA,S,45.45,800
10:42:50.691,FDP,B,4.65,1000
10:42:51.489,REYA,B,44.95,900
10:42:51.552,APPL,B,119.7,400
10:42:51.945,GOOG,S,780.45,500
10:42:53.166,APPL,B,119.8,100
10:42:55.069,APPL,B,119.9,800
10:42:55.617,FDP,S,5.45,400
10:43:02.989,GOOG,S,780.1,300
10:43:03.906,FDP,S,5.25,500
10:43:04.263,APPL,S,120.5,700
10:43:05.514,FDP,B,4.85,200
10:43:06.277,FDP,B,4.7,500
10:43:06.941,REYA,S,45.15,800
10:43:14.326,HSBC,S,80.5,200
10:43:18.290,HSBC,S,80.05,600
10:43:20.851,REYA,S,45.15,500
10:43:22.039,GOOG,B,779.75,100
10:43:22.482,GOOG,S,780.05,900
10:43:26.255,FDP,S,5.4,800
10:43:26.436,REYA,S,45.4,200
10:43:34.669,GOOG,S,780.5,700
10:43:36.889,REYA,B,44.6,300
10:43:37.799,HSBC,B,79.65,200
10:43:43.825,GOOG,B,779.7,800
10:43:44.250,REYA,S,45.05,100
10:43:44.265,APPL,B,119.65,300
10:43:47.318,FDP,B,4.7,500
10:43:49.738,REYA,S,45.25,800
10:43:53.354,FDP,B,4.85,300
10:43:53.499,APPL,B,119.9,500
10:43:56.186,FDP,S,5.5,100
10:43:59.415,GOOG,S,780.15,1000
10:44:02.991,HSBC,B,79.55,200
10:44:05.460,FDP,S,5.1,600
10:44:07.131,FDP,B,4.5,900
10:44:07.173,FDP,S,5.4,600
10:44:10.994,REYA,B,44.75,500
10:44:16.235,REYA,B,44.65,300
10:44:19.319,GOOG,B,779.85,900
10:44:19.884,APPL,S,120.25,100
10:44:21.432,GOOG,B,779.5,900
10:44:27.209,REYA,B,44.75,700
10:44:27.784,REYA,B,44.65,100
10:44:29.816,APPL,B,119.85,200
10:44:31.483,GOOG,B,779.65,1000
10:44:33.152,APPL,S,120.1,900
10:44:34.205,HSBC,S,80.05,600
10:44:34.611,REYA,B,44.8,300
10:44:36.028,FDP,B,4.95,400
10:44:37.026,APPL,S,120.5,100
10:44:37.758,REYA,B,44.5,400
10:44:37.791,FDP,B,4.7,300
10:44:41.320,GOOG,B,779.55,900
10:44:42.541,APPL,B,119.8,100
10:44:42.616,GOOG,S,780.4,300
10:44:45.323,HSBC,B,79.85,500
10:44:45.829,APPL,B,119.9,800
10:44:48.809,HSBC,S,80.2,500
10:44:50.511,APPL,S,120.15,800
10:44:54.409,FDP,B,4.65,900
10:44:55.887,GOOG,B,779.5,500
10:44:56.867,APPL,B,119.8,300
